carat,clarity,color,cut,depth,table,x,y,z,class,volume
0.41,3,4,4,61.5,55.0,4.78,4.81,2.95,"[0, 5000]",67.82581326654434
0.9,3,4,4,62.6,57.0,6.19,6.15,3.86,"[0, 5000]",146.944409643464
0.32,5,2,2,63.2,52.0,4.38,4.39,2.77,"[0, 5000]",53.26211340501018
1.04,5,2,4,62.2,56.0,6.53,6.46,4.04,"(5000, 10000]",170.42255687284086
0.56,3,3,4,60.6,57.0,5.33,5.36,3.24,"[0, 5000]",92.56291325318905
0.74,1,2,4,61.6,55.0,5.81,5.87,3.6,"[0, 5000]",122.7769131446935
0.54,3,1,4,61.7,55.0,5.23,5.2,3.22,"[0, 5000]",87.57111788536068
1.02,1,3,4,62.7,57.0,6.42,6.44,4.03,"[0, 5000]",166.61955613499853
0.33,7,5,4,61.8,55.0,4.47,4.46,2.76,"[0, 5000]",55.023909697843536
0.31,3,0,4,61.8,57.0,4.36,4.38,2.7,"[0, 5000]",51.56136383674631
0.31,4,0,4,61.8,55.0,4.36,4.34,2.69,"[0, 5000]",50.90126043108762
0.53,5,2,4,62.2,56.0,5.18,5.2,3.23,"[0, 5000]",87.00327443927772
0.24,4,2,1,62.5,60.0,3.96,3.98,2.48,"[0, 5000]",39.086784864456185
0.72,1,0,3,60.5,60.0,5.82,5.72,3.49,"[0, 5000]",116.18349548273837
0.54,4,2,4,61.1,57.0,5.28,5.3,3.23,"[0, 5000]",90.3883273783304
0.51,2,0,3,61.6,58.0,5.12,5.14,3.16,"[0, 5000]",83.16108623983759
0.56,2,2,1,63.2,56.0,5.24,5.29,3.33,"[0, 5000]",92.30626118761458
1.15,3,0,4,58.5,57.0,6.96,6.93,4.06,"(5000, 10000]",195.82516146265414
0.53,2,0,4,61.2,57.0,5.19,5.24,3.19,"[0, 5000]",86.75396272322836
1.07,2,3,3,61.0,58.0,6.66,6.59,4.04,"(5000, 10000]",177.31317436890401
0.3,7,3,2,60.5,58.0,4.35,4.38,2.64,"[0, 5000]",50.299922210226036
0.51,2,1,4,62.5,56.0,5.1,5.07,3.18,"[0, 5000]",82.22526297257421
0.53,2,2,2,59.2,59.0,5.31,5.34,3.15,"[0, 5000]",89.3195142939377
0.73,3,1,4,61.4,55.0,5.82,5.8,3.57,"[0, 5000]",120.50892526393888
1.51,3,3,2,63.5,59.0,7.2,7.13,4.55,"(10000, 15000]",233.57880735292414
1.01,3,3,4,60.6,57.0,6.47,6.53,3.94,"(5000, 10000]",166.46145636791402
0.33,1,0,1,63.4,56.0,4.4,4.43,2.8,"[0, 5000]",54.57759813861844
0.5,1,1,2,61.5,58.0,5.03,5.09,3.11,"[0, 5000]",79.62440002239313
1.01,5,3,1,58.2,55.0,6.65,6.68,3.88,"(5000, 10000]",172.35736312625872
1.2,2,4,2,58.9,60.0,6.94,7.02,4.11,"(5000, 10000]",200.23427561155705
0.52,3,1,4,61.7,56.0,5.13,5.18,3.18,"[0, 5000]",84.50341285870162
1.19,2,3,2,62.8,57.0,6.71,6.77,4.23,"(5000, 10000]",192.15494241749573
1.49,0,2,4,62.6,54.0,7.31,7.28,4.57,"(5000, 10000]",243.2007902405721
0.58,1,1,4,62.4,58.0,5.32,5.35,3.33,"[0, 5000]",94.77845919726363
1.76,2,4,4,62.2,56.0,7.73,7.7,4.8,"(5000, 10000]",285.7008049806592
0.93,1,2,2,63.5,58.0,6.14,6.05,3.87,"[0, 5000]",143.75888715502725
0.41,3,3,4,62.7,56.0,4.77,4.74,2.98,"[0, 5000]",67.37720090836714
0.5,5,3,4,62.7,54.0,5.05,5.09,3.18,"[0, 5000]",81.74031725364229
1.05,7,4,4,61.2,55.0,6.62,6.59,4.04,"(5000, 10000]",176.2482313699111
2.04,2,4,2,62.5,61.0,8.04,8.08,5.04,15000+,327.4145208768311
0.32,5,2,4,60.4,57.0,4.46,4.47,2.7,"[0, 5000]",53.8277388845157
0.9,4,1,2,61.1,59.0,6.14,6.2,3.77,"(5000, 10000]",143.5163517380525
0.7,1,2,4,62.8,55.0,5.68,5.65,3.56,"[0, 5000]",114.24751663928983
1.01,3,3,0,64.4,58.0,6.25,6.18,4.0,"[0, 5000]",154.49999570846558
0.7,1,2,0,65.1,52.0,5.64,5.57,3.65,"[0, 5000]",114.66402381535524
1.61,1,5,2,60.9,63.0,7.54,7.5,4.58,"(5000, 10000]",258.9989943752289
0.35,6,3,4,61.7,56.0,4.54,4.57,2.81,"[0, 5000]",58.30131851288218
0.9,1,2,3,60.1,59.0,6.31,6.24,3.77,"[0, 5000]",148.44148045809183
0.3,4,3,4,61.7,57.0,4.32,4.3,2.66,"[0, 5000]",49.41216574962638
0.9,1,0,0,64.7,59.0,6.09,5.99,3.91,"[0, 5000]",142.63328225466043
1.23,2,3,1,63.1,56.0,6.78,6.81,4.29,"(5000, 10000]",198.07702470388975
0.91,2,1,4,61.0,58.0,6.23,6.29,3.82,"[0, 5000]",149.69319093445492
1.5,2,0,2,63.1,57.0,7.31,7.24,4.59,"(10000, 15000]",242.92299449444553
0.6,3,2,2,60.8,56.0,5.45,5.48,3.32,"[0, 5000]",99.15511488119131
0.32,3,2,3,59.7,59.0,4.41,4.44,2.64,"[0, 5000]",51.69225693167489
0.33,5,3,2,60.0,63.0,4.49,4.45,2.68,"[0, 5000]",53.54773630904674
0.4,5,4,3,60.6,60.0,4.79,4.75,2.89,"[0, 5000]",65.75472686316965
0.34,3,0,4,62.3,55.0,4.48,4.45,2.78,"[0, 5000]",55.4220772900963
0.53,3,6,2,60.9,59.0,5.2,5.27,3.19,"[0, 5000]",87.41875804517741
0.33,5,5,4,62.4,57.0,4.41,4.44,2.76,"[0, 5000]",54.04190263985823
1.71,4,5,3,60.7,60.0,7.74,7.71,4.69,"(10000, 15000]",279.8776225230674
0.64,1,4,4,60.8,56.0,5.57,5.61,3.4,"[0, 5000]",106.24218878277803
1.54,1,3,3,61.6,58.0,7.45,7.3,4.57,"(5000, 10000]",248.5394594665526
1.01,3,2,3,61.5,58.0,6.41,6.46,3.96,"(5000, 10000]",163.9780546444778
0.31,6,4,4,62.6,53.0,4.35,4.41,2.74,"[0, 5000]",52.56278721189025
0.32,6,3,3,62.6,58.0,4.38,4.41,2.75,"[0, 5000]",53.11844954996104
1.0,4,4,0,64.6,59.0,6.3,6.26,4.06,"(5000, 10000]",160.11828844532016
0.82,4,3,2,63.3,56.0,5.96,5.98,3.78,"[0, 5000]",134.7222242723007
1.0,2,1,2,60.9,59.0,6.38,6.43,3.9,"(5000, 10000]",159.9912625108527
0.42,2,0,4,62.0,55.0,4.84,4.83,3.0,"[0, 5000]",70.13160110321041
1.05,1,0,4,61.9,56.0,6.5,6.53,4.03,"(5000, 10000]",171.0533644012454
1.61,3,6,3,61.7,59.0,7.51,7.46,4.62,"(5000, 10000]",258.8336548005064
0.7,3,3,4,61.5,57.0,5.7,5.74,3.52,"[0, 5000]",115.16735092990895
0.7,2,0,4,61.8,55.0,5.72,5.74,3.54,"[0, 5000]",116.22810184972408
0.33,5,1,2,62.3,56.0,4.4,4.44,2.75,"[0, 5000]",53.72400185680391
1.1,3,2,2,60.6,58.0,6.67,6.77,4.07,"(5000, 10000]",183.78452233593376
0.7,2,4,0,64.8,57.0,5.49,5.59,3.59,"[0, 5000]",110.17386478007975
0.53,3,3,4,61.8,56.0,5.21,5.18,3.21,"[0, 5000]",86.63083679292102
1.22,3,3,2,62.3,58.0,6.79,6.82,4.24,"(5000, 10000]",196.3450652399595
2.01,4,6,1,63.7,59.0,7.93,7.86,5.03,"(10000, 15000]",313.51890561615164
0.43,2,3,3,62.3,59.0,4.81,4.79,2.99,"[0, 5000]",68.88929985158254
0.9,4,6,2,62.6,55.0,6.11,6.13,3.83,"[0, 5000]",143.4499719551677
0.8,3,0,4,61.3,56.0,5.97,6.0,3.67,"[0, 5000]",131.45939811286917
0.41,6,5,4,61.3,56.0,4.8,4.85,2.96,"[0, 5000]",68.90880227127072
1.17,3,4,3,62.4,57.0,6.74,6.69,4.19,"(5000, 10000]",188.92961178023518
1.51,1,5,3,62.6,59.0,7.31,7.28,4.57,"(5000, 10000]",243.2007902405721
2.02,4,5,3,60.5,62.0,8.18,8.15,4.94,"(10000, 15000]",329.33498068651136
0.8,4,1,2,60.7,60.0,6.0,6.09,3.67,"[0, 5000]",134.10180614776618
1.01,1,0,1,64.6,59.0,6.23,6.3,4.05,"[0, 5000]",158.9584627853396
0.3,5,1,4,61.6,58.0,4.28,4.33,2.65,"[0, 5000]",49.11086330950738
0.92,2,3,2,62.5,60.0,6.19,6.26,3.89,"[0, 5000]",150.73517696964097
0.3,7,2,3,61.6,58.0,4.35,4.32,2.67,"[0, 5000]",50.174642327470764
1.13,4,4,4,61.6,55.0,6.7,6.74,4.14,"(5000, 10000]",186.95410229984338
0.32,6,2,4,61.8,56.0,4.42,4.45,2.74,"[0, 5000]",53.89305880787845
0.81,5,3,4,61.7,55.1,5.97,6.04,3.71,"[0, 5000]",133.77814382915875
0.6,3,0,4,60.4,57.0,5.53,5.49,3.33,"[0, 5000]",101.09779830455574
0.4,2,3,2,61.9,55.0,4.71,4.75,2.93,"[0, 5000]",65.55142702443601
2.02,1,4,2,62.3,58.0,7.97,8.04,4.99,15000+,319.75318739898347
1.03,1,1,3,61.4,58.0,6.49,6.45,3.97,"[0, 5000]",166.1861754224349
0.71,3,1,3,62.3,58.0,5.69,5.65,3.53,"[0, 5000]",113.4842071369791
0.33,3,0,2,62.9,54.0,4.4,4.44,2.78,"[0, 5000]",54.310081318130486
0.78,3,3,4,62.2,57.0,5.87,5.9,3.66,"[0, 5000]",126.75678255022997
0.71,3,5,0,64.7,60.0,5.54,5.46,3.56,"[0, 5000]",107.68430228003692
0.4,2,1,4,62.4,53.0,4.73,4.75,2.96,"[0, 5000]",66.50380112524033
0.77,3,1,2,60.4,58.0,5.94,6.01,3.61,"[0, 5000]",128.87483640444933
0.5,4,0,4,63.0,57.0,5.06,5.0,3.17,"[0, 5000]",80.20100102329252
0.71,4,6,4,61.9,55.0,5.69,5.75,3.54,"[0, 5000]",115.81994991664885
0.35,6,4,3,61.2,60.0,4.54,4.51,2.77,"[0, 5000]",56.716860011276204
0.57,3,1,3,61.0,58.0,5.31,5.34,3.25,"[0, 5000]",92.15505164022443
0.32,3,1,4,61.5,55.0,4.43,4.38,2.71,"[0, 5000]",52.58321407649225
0.57,3,3,4,61.6,57.0,5.36,5.32,3.29,"[0, 5000]",93.81501227625276
0.3,5,2,4,61.1,57.0,4.3,4.34,2.64,"[0, 5000]",49.267685875263446
0.37,6,4,4,62.0,53.0,4.63,4.66,2.88,"[0, 5000]",62.138305970374994
0.24,6,2,4,61.1,56.0,4.01,4.05,2.47,"[0, 5000]",40.11403964343563
0.22,3,0,3,59.3,62.0,3.91,3.88,2.31,"[0, 5000]",35.04454893484495
0.5,5,2,4,61.6,56.0,5.11,5.08,3.14,"[0, 5000]",81.51063562873459
0.3,2,4,4,61.7,56.0,4.33,4.35,2.68,"[0, 5000]",50.479139261288616
0.54,2,0,3,62.0,55.0,5.24,5.21,3.24,"[0, 5000]",88.45329304438397
0.77,3,3,4,62.1,56.0,5.85,5.88,3.64,"[0, 5000]",125.20872400423048
1.26,3,6,3,62.5,58.0,6.92,6.9,4.32,"(5000, 10000]",206.27137332160973
1.2,4,2,2,58.7,59.0,6.89,7.07,4.1,"(5000, 10000]",199.72042633351313
0.35,6,3,4,61.8,54.5,4.54,4.58,2.82,"[0, 5000]",58.63682114243702
1.34,3,1,3,58.2,60.0,7.26,7.21,4.21,"(5000, 10000]",220.37077611023724
0.3,3,1,2,61.5,58.0,4.28,4.31,2.64,"[0, 5000]",48.699555675884284
0.7,4,4,4,61.6,55.0,5.73,5.76,3.54,"[0, 5000]",116.8369957725677
1.12,5,3,4,61.6,55.0,6.68,6.74,4.13,"(5000, 10000]",185.94581005961214
0.33,2,5,1,63.6,53.0,4.4,4.43,2.81,"[0, 5000]",54.77251794939992
0.35,2,0,2,60.2,57.0,4.56,4.61,2.76,"[0, 5000]",58.01961675183103
0.9,3,2,4,61.6,57.0,6.21,6.16,3.81,"(5000, 10000]",145.74621109616092
0.9,3,4,1,64.0,57.0,6.14,6.11,3.92,"[0, 5000]",147.0603708778991
0.9,4,0,4,61.9,59.0,6.14,6.17,3.81,"(5000, 10000]",144.33727447842978
1.52,2,4,2,60.9,59.0,7.43,7.49,4.54,"(5000, 10000]",252.65416231913022
0.34,3,3,4,62.0,56.0,4.47,4.5,2.78,"[0, 5000]",55.91969679980281
1.51,2,2,3,63.0,61.0,7.3,7.27,4.59,"(10000, 15000]",243.59590382358567
0.52,7,4,4,61.8,55.0,5.17,5.19,3.2,"[0, 5000]",85.86336349320894
1.09,3,5,2,62.6,57.0,6.55,6.62,4.12,"(5000, 10000]",178.64731715160354
0.35,3,1,4,62.0,57.0,4.51,4.55,2.81,"[0, 5000]",57.66260916937829
0.91,3,2,4,62.6,55.0,6.2,6.23,3.89,"(5000, 10000]",150.25513988964067
0.99,2,4,4,61.1,56.0,6.44,6.47,3.94,"(5000, 10000]",164.16719051925267
1.51,3,6,3,60.7,60.0,7.43,7.36,4.49,"(5000, 10000]",245.534738264986
0.71,2,0,2,60.9,60.0,5.71,5.76,3.49,"[0, 5000]",114.78470964163975
0.61,5,3,2,62.4,55.0,5.44,5.47,3.4,"[0, 5000]",101.17312002140034
1.52,6,6,2,63.6,56.0,7.26,7.33,4.64,"(5000, 10000]",246.92131010940147
0.7,6,2,4,61.0,56.0,5.72,5.75,3.5,"[0, 5000]",115.11499577760696
0.82,1,6,2,62.0,58.0,5.93,5.98,3.69,"[0, 5000]",130.85256465856355
1.02,1,2,3,62.5,58.0,6.4,6.47,4.02,"[0, 5000]",166.46015629270548
0.3,3,0,4,62.0,55.0,4.31,4.34,2.68,"[0, 5000]",50.13047434568978
1.01,1,1,2,61.8,56.0,6.42,6.5,3.99,"[0, 5000]",166.50270237665177
0.31,7,1,2,60.6,60.0,4.4,4.44,2.68,"[0, 5000]",52.356483113708556
0.73,2,1,4,60.1,56.0,5.91,5.87,3.54,"[0, 5000]",122.80861111160672
0.3,6,2,4,61.2,55.0,4.33,4.36,2.66,"[0, 5000]",50.21761027334594
1.23,1,4,3,61.2,57.0,6.89,6.86,4.21,"(5000, 10000]",198.98733581989472
1.4,3,3,2,60.1,62.0,7.16,7.25,4.33,"(10000, 15000]",224.77029124946603
0.75,3,1,3,61.8,58.0,5.83,5.85,3.61,"[0, 5000]",123.12084780384554
0.41,4,6,4,62.4,55.0,4.75,4.77,2.97,"[0, 5000]",67.29277537915706
2.08,2,4,3,62.6,59.0,8.1,8.13,5.08,15000+,334.5332554396819
1.0,1,1,2,63.3,58.0,6.35,6.32,4.01,"[0, 5000]",160.92933113966947
1.22,3,3,4,61.4,56.0,6.9,6.88,4.23,"(5000, 10000]",200.80656702106484
1.12,4,0,4,61.1,57.0,6.68,6.75,4.1,"(5000, 10000]",184.868990949154
1.5,5,2,3,58.8,58.0,7.51,7.43,4.39,15000+,244.95892135610177
0.9,3,4,3,61.3,59.0,6.19,6.24,3.81,"[0, 5000]",147.1635297522812
0.75,2,6,1,63.9,56.0,5.76,5.71,3.66,"[0, 5000]",120.37594441044634
0.3,3,1,4,62.3,56.0,4.3,4.34,2.69,"[0, 5000]",50.20078505958573
0.8,5,3,4,61.5,55.0,5.95,5.99,3.68,"[0, 5000]",131.15703316325664
1.06,6,3,3,61.1,58.0,6.57,6.53,4.0,"(5000, 10000]",171.60840999755874
0.37,7,2,4,62.0,57.0,4.59,4.62,2.85,"[0, 5000]",60.43652848972314
1.58,2,6,4,61.6,56.0,7.53,7.5,4.63,"(5000, 10000]",261.47926374864596
0.7,3,0,4,62.3,55.0,5.67,5.7,3.54,"[0, 5000]",114.40925647819516
0.76,2,0,4,61.2,57.0,5.88,5.91,3.61,"[0, 5000]",125.45038355715175
0.73,6,5,2,61.9,57.0,5.75,5.79,3.57,"[0, 5000]",118.85422199442388
0.58,4,1,4,60.8,57.0,5.41,5.42,3.29,"[0, 5000]",96.47003551847837
0.72,3,5,4,61.8,55.0,5.75,5.79,3.56,"[0, 5000]",118.52129731411935
0.79,2,1,4,61.6,55.0,5.94,6.04,3.69,"[0, 5000]",132.3883464921112
0.32,3,2,4,61.6,57.0,4.4,4.43,2.72,"[0, 5000]",53.01823965236658
0.67,1,1,2,63.1,58.0,5.62,5.53,3.53,"[0, 5000]",109.70745903914823
0.67,3,3,3,61.0,61.0,5.66,5.61,3.44,"[0, 5000]",109.22894547177498
0.32,7,3,4,61.1,57.0,4.41,4.43,2.7,"[0, 5000]",52.7480070624876
0.62,7,4,3,58.9,58.0,5.65,5.58,3.31,"[0, 5000]",104.35436853061672
0.36,3,1,4,60.8,56.0,4.6,4.64,2.81,"[0, 5000]",59.97663580944071
0.53,2,3,4,60.7,56.0,5.22,5.27,3.18,"[0, 5000]",87.47989000374406
1.53,1,0,3,59.9,58.0,7.54,7.41,4.48,"(5000, 10000]",250.3038666450081
0.33,3,4,3,62.3,58.0,4.38,4.41,2.74,"[0, 5000]",52.92529173580737
1.0,2,4,2,62.1,58.0,6.44,6.45,4.0,"(5000, 10000]",166.15199656295772
1.24,1,6,2,62.2,58.0,6.82,6.94,4.28,"[0, 5000]",202.57584069953194
0.6,3,1,3,59.9,61.0,5.53,5.48,3.3,"[0, 5000]",100.0045226972198
2.01,1,4,2,63.4,60.0,7.97,7.89,5.03,"(10000, 15000]",316.30299851436763
0.9,2,0,2,62.1,60.0,6.11,6.19,3.82,"[0, 5000]",144.47583996777433
0.33,2,1,4,62.5,55.0,4.45,4.42,2.77,"[0, 5000]",54.48312823003766
0.33,6,2,4,60.6,59.0,4.45,4.5,2.71,"[0, 5000]",54.26774843788144
1.57,1,5,3,62.2,60.0,7.43,7.36,4.6,"(5000, 10000]",251.55007353633872
0.31,2,1,2,63.5,55.0,4.35,4.31,2.75,"[0, 5000]",51.55837318515779
2.09,1,5,4,61.2,57.0,8.27,8.19,5.04,"(10000, 15000]",341.365750821681
1.53,2,4,3,62.4,60.0,7.34,7.31,4.57,"(5000, 10000]",245.20519038862616
1.23,5,2,2,62.4,58.0,6.74,6.89,4.26,"(10000, 15000]",197.8284360774303
0.35,6,4,2,62.6,57.0,4.45,4.47,2.79,"[0, 5000]",55.497279257612405
1.13,2,1,4,62.2,55.0,6.69,6.66,4.15,"(5000, 10000]",184.90491159427634
0.53,3,0,3,60.2,58.0,5.23,5.26,3.16,"[0, 5000]",86.93097446090138
1.51,2,2,3,62.0,57.0,7.36,7.28,4.54,"(5000, 10000]",243.2568413794861
0.41,3,3,3,61.0,56.0,4.83,4.81,2.94,"[0, 5000]",68.30296143791769
1.0,2,0,2,61.4,63.0,6.35,6.41,3.92,"(5000, 10000]",159.55771691089623
0.31,2,0,2,63.5,56.0,4.31,4.29,2.73,"[0, 5000]",50.47742623366928
0.91,5,1,0,63.1,55.0,6.13,6.0,3.83,"(5000, 10000]",140.86739982376093
1.64,1,4,2,60.7,59.0,7.61,7.65,4.63,"(5000, 10000]",269.5424097515681
0.41,6,0,4,62.3,55.0,4.78,4.75,2.97,"[0, 5000]",67.43385360946658
0.31,6,2,4,60.4,59.0,4.35,4.43,2.65,"[0, 5000]",51.06682373938553
0.33,6,2,4,61.3,55.0,4.46,4.48,2.74,"[0, 5000]",54.74739289189911
1.01,1,1,2,59.4,59.0,6.49,6.51,3.86,"[0, 5000]",163.08460955013922
0.3,3,4,3,62.7,59.0,4.26,4.22,2.66,"[0, 5000]",47.81935373477542
0.36,2,0,2,60.4,58.0,4.6,4.64,2.79,"[0, 5000]",59.5497562376786
0.37,5,0,4,61.6,56.0,4.65,4.61,2.85,"[0, 5000]",61.094025978040634
1.01,2,3,3,62.7,59.0,6.41,6.35,4.0,"[0, 5000]",162.8139936790467
1.06,2,2,4,62.1,57.0,6.51,6.53,4.05,"(5000, 10000]",172.1667346930225
0.35,6,4,3,60.6,60.0,4.57,4.51,2.75,"[0, 5000]",56.67943000550281
1.1,2,2,2,58.9,63.0,6.73,6.78,3.98,"(5000, 10000]",181.60501900479895
0.42,1,1,3,60.1,58.0,4.87,4.91,2.94,"[0, 5000]",70.3003955315151
0.41,7,3,4,62.4,54.0,4.74,4.78,2.97,"[0, 5000]",67.29188435252365
0.36,3,4,4,61.0,57.0,4.59,4.63,2.81,"[0, 5000]",59.7172792452297
0.33,5,1,4,61.9,57.0,4.44,4.47,2.75,"[0, 5000]",54.57869814162251
0.74,6,5,4,60.8,57.0,5.85,5.89,3.57,"[0, 5000]",123.00969790607942
1.21,2,4,4,60.3,60.0,6.9,6.87,4.15,"(5000, 10000]",196.72245396265978
1.1,2,4,2,62.4,58.0,6.58,6.62,4.12,"[0, 5000]",179.46554183168047
1.5,1,1,1,63.5,59.0,7.25,7.28,4.61,"(5000, 10000]",243.31581405921003
0.48,3,3,1,65.4,59.0,4.79,4.88,3.16,"[0, 5000]",73.8656351502762
0.33,2,0,3,60.1,59.0,4.46,4.49,2.69,"[0, 5000]",53.86832486061852
0.32,6,1,4,61.7,55.0,4.39,4.42,2.72,"[0, 5000]",52.778335860994304
0.34,6,4,1,63.2,58.0,4.41,4.45,2.8,"[0, 5000]",54.948594807791864
0.56,3,1,4,61.5,57.0,5.29,5.32,3.26,"[0, 5000]",91.74553003038785
1.5,3,4,3,62.2,58.0,7.27,7.36,4.55,"(10000, 15000]",243.45777398341193
0.7,1,1,3,60.4,59.0,5.75,5.7,3.46,"[0, 5000]",113.40149745559688
1.01,4,2,4,62.5,54.0,6.43,6.46,4.03,"(5000, 10000]",167.39733923447778
0.31,1,0,2,62.7,59.0,4.3,4.35,2.71,"[0, 5000]",50.690551850700345
1.59,3,6,4,62.9,58.0,7.45,7.39,4.66,"(5000, 10000]",256.5586103955655
0.54,4,1,2,61.8,58.0,5.23,5.28,3.25,"[0, 5000]",89.74680389351846
1.81,1,1,3,58.2,61.0,8.09,8.02,4.69,"(10000, 15000]",304.2956688204924
0.72,1,3,2,59.7,56.0,5.83,5.89,3.5,"[0, 5000]",120.18544570283893
0.35,4,2,4,60.9,56.0,4.52,4.56,2.77,"[0, 5000]",57.093022649528514
0.64,5,4,2,60.0,59.0,5.59,5.65,3.37,"[0, 5000]",106.43639608746517
1.1,1,4,4,62.0,55.0,6.62,6.6,4.1,"[0, 5000]",179.1371901479723
1.07,7,3,4,61.5,57.0,6.59,6.54,4.04,"(5000, 10000]",174.1183453719253
0.71,3,6,0,64.4,56.0,5.64,5.6,3.62,"[0, 5000]",114.33407173179646
0.29,5,1,2,58.5,58.0,4.35,4.37,2.55,"[0, 5000]",48.47422176139362
1.15,3,5,3,62.6,56.0,6.74,6.67,4.2,"(5000, 10000]",188.81434717319502
0.42,2,0,4,61.9,57.0,4.82,4.77,2.97,"[0, 5000]",68.28446081665422
0.31,6,5,4,62.3,54.0,4.37,4.4,2.73,"[0, 5000]",52.492440129823656
1.03,1,4,4,62.4,57.0,6.43,6.36,4.0,"[0, 5000]",163.57919906692496
0.31,7,4,4,60.8,57.0,4.4,4.38,2.67,"[0, 5000]",51.45624393007289
0.35,3,0,4,61.9,55.0,4.54,4.5,2.8,"[0, 5000]",57.20399854516984
1.21,2,4,3,61.8,58.0,6.83,6.79,4.21,"(5000, 10000]",195.24169549127197
0.7,5,0,1,63.3,54.0,5.6,5.64,3.56,"[0, 5000]",112.43903361618054
0.23,5,3,2,62.9,55.0,3.88,3.92,2.45,"[0, 5000]",37.26352254959112
0.32,5,1,4,61.6,57.0,4.4,4.43,2.72,"[0, 5000]",53.01823965236658
1.51,2,5,3,61.7,60.0,7.31,7.27,4.5,"(5000, 10000]",239.14664750061036
1.52,3,3,3,62.7,58.0,7.38,7.29,4.6,"(10000, 15000]",247.48091741186136
0.32,3,3,4,61.7,57.0,4.38,4.4,2.71,"[0, 5000]",52.22712323175437
1.01,2,4,3,62.5,59.0,6.44,6.33,3.99,"[0, 5000]",162.65314787354848
1.57,1,4,4,60.7,57.0,7.49,7.54,4.56,"(5000, 10000]",257.52416359610385
0.31,7,3,4,61.9,56.0,4.36,4.39,2.71,"[0, 5000]",51.87048474100299
1.26,6,3,4,61.7,56.0,6.96,6.98,4.3,"(10000, 15000]",208.89745098182686
0.23,5,2,2,58.1,63.0,4.08,4.04,2.36,"[0, 5000]",38.900349176117
0.38,7,2,4,61.0,56.0,4.68,4.7,2.86,"[0, 5000]",62.908552832107816
1.61,7,6,3,62.1,58.0,7.47,7.53,4.66,"(10000, 15000]",262.12079735840587
0.4,3,4,2,63.1,62.0,4.75,4.66,2.97,"[0, 5000]",65.74094848065374
0.58,1,2,4,62.6,57.0,5.27,5.33,3.32,"[0, 5000]",93.25580845246414
0.51,4,3,4,61.8,57.0,5.14,5.12,3.17,"[0, 5000]",83.42425397614284
0.37,5,3,4,61.6,55.0,4.62,4.66,2.86,"[0, 5000]",61.57350620010013
0.37,4,1,2,60.2,56.0,4.68,4.71,2.83,"[0, 5000]",62.38112053537562
0.53,2,0,2,60.0,59.8,5.25,5.26,3.15,"[0, 5000]",86.9872564187051
0.31,7,3,4,61.9,55.0,4.35,4.38,2.7,"[0, 5000]",51.44310112481115
0.31,6,1,4,61.5,56.0,4.34,4.37,2.68,"[0, 5000]",50.82834572206684
1.53,2,1,3,60.8,60.0,7.51,7.43,4.54,"(10000, 15000]",253.32882173925
0.3,3,2,4,62.2,55.0,4.3,4.32,2.68,"[0, 5000]",49.78368542655964
1.04,3,2,3,61.7,59.0,6.49,6.45,3.99,"(5000, 10000]",167.02338456972615
1.58,3,4,4,61.4,56.0,7.5,7.56,4.62,"(10000, 15000]",261.9539915285111
1.16,3,2,2,60.2,63.0,6.79,6.7,4.07,"(5000, 10000]",185.15651149814582
0.52,4,3,4,61.1,55.0,5.19,5.15,3.16,"[0, 5000]",84.46206478939541
1.04,1,0,3,58.2,59.0,6.67,6.62,3.87,"[0, 5000]",170.88139194736863
0.42,6,3,4,60.6,56.0,4.88,4.86,2.95,"[0, 5000]",69.96456469371806
1.21,2,2,4,61.2,59.0,6.8,6.85,4.18,"(5000, 10000]",194.70439475460034
0.33,3,3,3,60.6,61.0,4.49,4.46,2.71,"[0, 5000]",54.26883246167368
0.7,2,1,3,61.0,58.0,5.78,5.72,3.51,"[0, 5000]",116.04621564051422
1.07,3,3,3,62.2,58.0,6.54,6.48,4.05,"(5000, 10000]",171.63576758726117
0.3,3,1,4,61.5,56.0,4.29,4.33,2.65,"[0, 5000]",49.225605466451604
0.58,5,3,3,61.5,60.0,5.37,5.33,3.29,"[0, 5000]",94.16670455344398
0.31,3,0,3,61.7,59.0,4.34,4.31,2.67,"[0, 5000]",49.94342051998521
0.55,3,2,2,62.6,57.0,5.19,5.23,3.26,"[0, 5000]",88.48846303944683
0.53,3,4,4,62.4,56.0,5.17,5.18,3.23,"[0, 5000]",86.50133692071337
0.53,3,5,3,58.5,60.0,5.37,5.33,3.13,"[0, 5000]",89.58717308397665
2.1,3,4,4,62.5,57.0,8.21,8.18,5.12,"(10000, 15000]",343.8479427401807
0.51,3,0,3,60.9,58.0,5.14,5.18,3.14,"[0, 5000]",83.60312585091009
0.32,3,3,3,62.3,60.0,4.37,4.4,2.73,"[0, 5000]",52.492440129823656
1.02,3,1,2,59.1,60.0,6.61,6.51,3.88,"(5000, 10000]",166.96068216701929
1.13,1,3,4,61.3,57.0,6.73,6.67,4.11,"[0, 5000]",184.4942096265298
0.37,2,2,4,61.6,55.0,4.65,4.67,2.87,"[0, 5000]",62.32348481123917
0.31,7,2,4,61.1,55.0,4.41,4.43,2.7,"[0, 5000]",52.7480070624876
1.0,2,5,3,60.5,59.0,6.54,6.49,3.94,"[0, 5000]",167.23171955552286
0.38,2,4,4,61.5,56.0,4.67,4.69,2.88,"[0, 5000]",63.07862830662926
